-wUs7rt0B8TaiQ.schema.yaml	cadences	-wUs7rt0B8TaiQ	cadences/-wUs7rt0B8TaiQ.schema.yaml	09-1	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	
1LYx-6vvsp-R2Q.schema.yaml	cadences	1LYx-6vvsp-R2Q	cadences/1LYx-6vvsp-R2Q.schema.yaml	08-1	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
2FyXgUL9wtFjJg.schema.yaml	cadences	2FyXgUL9wtFjJg	cadences/2FyXgUL9wtFjJg.schema.yaml	op47n05	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note		
30MdM515E-w_JQ.schema.yaml	cadences	30MdM515E-w_JQ	cadences/30MdM515E-w_JQ.schema.yaml	BWV806_07_Sarabande	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note				
3xXaI59c2f9xGQ.schema.yaml	cadences	3xXaI59c2f9xGQ	cadences/3xXaI59c2f9xGQ.schema.yaml	BWV806_01_Prelude	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note			
BK83zuLSThgXUw.schema.yaml	cadences	BK83zuLSThgXUw	cadences/BK83zuLSThgXUw.schema.yaml	op03n05a	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	placement	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note		
I0fuHqZIxAs2mA.schema.yaml	cadences	I0fuHqZIxAs2mA	cadences/I0fuHqZIxAs2mA.schema.yaml	BWV806_08_Bouree_I	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note		
IBFZ5ITow1xiGw.schema.yaml	cadences	IBFZ5ITow1xiGw	cadences/IBFZ5ITow1xiGw.schema.yaml	BWV811_05_Double	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note			
OQsZRQ1RfoEMBw.schema.yaml	cadences	OQsZRQ1RfoEMBw	cadences/OQsZRQ1RfoEMBw.schema.yaml	01-4	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note		
QdGZ2AJDZA3-hA.schema.yaml	cadences	QdGZ2AJDZA3-hA	cadences/QdGZ2AJDZA3-hA.schema.yaml	BI18op68-2	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note		
WYVXgymr3VnUkA.schema.yaml	cadences	WYVXgymr3VnUkA	cadences/WYVXgymr3VnUkA.schema.yaml	op06n08	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note			
XjFo1Ti2pNKVNw.schema.yaml	cadences	XjFo1Ti2pNKVNw	cadences/XjFo1Ti2pNKVNw.schema.yaml	20-1	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	
YIgI2kVzIcYapg.schema.yaml	cadences	YIgI2kVzIcYapg	cadences/YIgI2kVzIcYapg.schema.yaml	03-1	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	
ZLE3uVqfbehWIw.schema.yaml	cadences	ZLE3uVqfbehWIw	cadences/ZLE3uVqfbehWIw.schema.yaml	op71n05	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	
lvoqfiqcpYstHg.schema.yaml	cadences	lvoqfiqcpYstHg	cadences/lvoqfiqcpYstHg.schema.yaml	op06n11	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note			
nL-Xqg4u1Wtb8A.schema.yaml	cadences	nL-Xqg4u1Wtb8A	cadences/nL-Xqg4u1Wtb8A.schema.yaml	op06n06	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note		
tN8yBaoIreWiHA.schema.yaml	cadences	tN8yBaoIreWiHA	cadences/tN8yBaoIreWiHA.schema.yaml	op01n11a	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	placement	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note			
zvWRp3FtD3sMJQ.schema.yaml	cadences	zvWRp3FtD3sMJQ	cadences/zvWRp3FtD3sMJQ.schema.yaml	161.06_Sonetto_123_del_Petrarca	mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note		
